,0
1194,"Friyay 🥂

I’m hoping to finish Spud’s handsome face over the weekend... he’s starting to come together now 😬🥰 -

#equine #equineart #equineartist #horseart #horseartist #horseeye #colouredpencil #pencildrawing #pencilart #artwork #animalart #horseportrait #equineportrait #drawing #colouredpencildrawing #equestrian #equestrianism #equestrianartist #equestrianart #animalart #fineart"
1195,"Furnished look...
. .
. .
.thank you @artroomsapp .
.

#elvirabyrnes #artist #modernart #fineart #contemporaryart #artwork #painting #artcurator #sketchbook #artlovers #australianartist #abstraction #singapore #love #artcollector #blue #abstractart #green #interiordesign #zen #saturday #abstractpainting #moment #meditation #goodvibes #color #artroomsapp"
1196,"Babang lennon
@omahtua_library
#omahtualibrary #omahtua #maspati #vintagesurabaya #fineart #rumahtuasurabaya #rumahtuasurabaya #rumahperjuangan #rumahklasik"
1197,".
.
.
.
.
#pixelsorting #pixelart #glitchart #glitch #art #fineart #orange #aesthetic #colorful #photo #code #life #vaporwave #abstractart #bestoftheday #abstract #outdoor #red #vaporwaveart #picoftheday #warm #surrealism #vsco #sky #light #programming #processing #💾"
1198,Finally finished with this cast drawing of this Pieta bust. I'm feeling good about it. Thanks @carl_dobsky for the sharing of knowledge. #pieta #drawing #drawingfromlife #study #graphite #michelangelo #academicdrawing #art #fineart #pencildrawing
1199,"Star
#tandil #graffitti #graffittiart #femme #beautefatale #freestyle #graffittiart #comic
.
.
.
#illustration #drawing #contemporaryart #modern #sketch #painting #ink #draw #fineart #streetart #artgallery #creative #designer #graphics #pencil #illustrator #decoration #logo #artsy #masterpiece #graphicdesign #vector #graphic by @emi.buzzo.art"
1200,"🌺IMPORTANT INFO🌺

Just need to let everyone know that due to unforeseen circumstances I have had to pull out of Open Studios this year. My apologies to anyone who’d planned to visit my studio in particular. All other Maroondah artists will still be opening their doors and there is a fabulous selection of studios to choose from.
For those of you wanting to purchase art please send me a direct message. I will also be having a little solo exhibition in November and my eucalyptus leaves will be exhibited as part of ReFraming Nature at the Royal Botanical Gardens Melbourne in a couple of weeks. ‘Out Of Slumber’ in Queenscliff (@queenscliffgalleryworkshop) finishes on September 15th, so you have just one more week to see all the beautiful pieces exhibited.
Wishing you a gorgeous weekend wherever you are 💗

#watercolor #artworkinprogress #paintinglife #botanicalart #botanical #stilllife #watercolourstilllife #watercolour #winsorandnewton #magnolia #flowerlovers #floralart #favouritebooks #pursuepretty #contemporaryart #melbourneart #yarravalley #artoftheday #stilllifepainting #botanicalpickmeup #flowers #dailypainting #floralpainting #australianartist #interiorlovers #colourmehappy #artstudio #fineart #dominikakellerartist #abmlifeiscolorful"
1201,"Source of life 💧 by: Julien Tabet
👉 @julien.tabet

#surrealism #surreal #surrealartist #instaart #instart #surrealist #surrealistic #surrealphoto #surrealismo #surrealista #surrealismo #surrealpower #surrealistart #surrealismart #surrealartwork #surrealpainting #fineart #modernart #art #artistic #surrealphotography #creativeart #surrealarts #artwork #surrealismworld #surrealpainting"
1202,"@natgeo photo by @stevewinterphoto
""Here is Scarface with another spectacular failure going after a caiman. Scarface spent 4 days swimming and walking the aisles of his supermarket - the Pantanal rivers! - looking for a caiman dinner! Nature does not let you pick things off the shelves - you need to work very hard for your food! Nature is perfection. It gives us the air we breathe and the water we all need for our life.

Jaguars are the 3rd largest of the big cats. Found from US / Mexico border to northern Argentina. Jaguars have rebounded in this area where 95% of the land is privately owned. In the past many ranchers would kill the cats when they ate their cattle. Today in this area tourism brings in much more money to the local economy than cattle ranching. So the jaguar population is increasing. But revenge killings of jaguars happen close to this area and all throughout the jaguars range. Also poaching for skins, bones and teeth is growing for the first time since the 1970’s to feed the demand for Asian Traditional Medicine and luxury items from endangered species."" To see more amazing photos by @beverlyjoubert to purchase for your home, please visit one of our National Geographic Fine Art galleries. For locations, http://po.st/NGFA

#wildlifephotography #natgeo #artgallery #art #photography #fineart #fineartphotography #leopard #explore #portrait #wildlife #animal #animals #animalphotography #bigcats #water #trees #naturephotography #nature #life #photograph #outdoors #natgeoyourshot #photo #photographer #gallery #travel #photoart #photographyart #outdoorphotography"
1203,Cheers to the weekend friends! 🥂
1204,"Beautiful bougainvillea 💕 부겐빌레아와 함께 ..💕.
.
.
#watercolor #design #deco #sketch #drawing #watercolorartist #hobbyart #art #arte #artist #artistic #artlover #artforsale #artgallery #painting #painter #color #colour #Illustration #aquarelle #fineart #acuarela #aquarell #urbansketch #수채화 #그림그리기 #취미미술 #화가 #화가현정숙 #paintinghyun"
1205,"⁣#Repost @vladislavyeliseyev⠀
⠀
PLEINAIR PRAGUE⠀
#watercolor #aquarelle #pragueart #pleinair #fineart #artstudio #france #pleinairmag #artlife #artistatwork #art_daily #pleinairlife #arts_secret #pleinairpainter #wip #workinprogress #boldbrush #paintoutside #art #artists #paintingoftheday #weloveart #artlife #artistlife #pleinairmag⠀
⠀"
1206,"Friyay 🥂

I’m hoping to finish Spud’s handsome face over the weekend... he’s starting to come together now 😬🥰 -

#equine #equineart #equineartist #horseart #horseartist #horseeye #colouredpencil #pencildrawing #pencilart #artwork #animalart #horseportrait #equineportrait #drawing #colouredpencildrawing #equestrian #equestrianism #equestrianartist #equestrianart #animalart #fineart"
1207,"Furnished look...
. .
. .
.thank you @artroomsapp .
.

#elvirabyrnes #artist #modernart #fineart #contemporaryart #artwork #painting #artcurator #sketchbook #artlovers #australianartist #abstraction #singapore #love #artcollector #blue #abstractart #green #interiordesign #zen #saturday #abstractpainting #moment #meditation #goodvibes #color #artroomsapp"
1208,"Babang lennon
@omahtua_library
#omahtualibrary #omahtua #maspati #vintagesurabaya #fineart #rumahtuasurabaya #rumahtuasurabaya #rumahperjuangan #rumahklasik"
1209,".
.
.
.
.
#pixelsorting #pixelart #glitchart #glitch #art #fineart #orange #aesthetic #colorful #photo #code #life #vaporwave #abstractart #bestoftheday #abstract #outdoor #red #vaporwaveart #picoftheday #warm #surrealism #vsco #sky #light #programming #processing #💾"
1210,Finally finished with this cast drawing of this Pieta bust. I'm feeling good about it. Thanks @carl_dobsky for the sharing of knowledge. #pieta #drawing #drawingfromlife #study #graphite #michelangelo #academicdrawing #art #fineart #pencildrawing
1211,"Star
#tandil #graffitti #graffittiart #femme #beautefatale #freestyle #graffittiart #comic
.
.
.
#illustration #drawing #contemporaryart #modern #sketch #painting #ink #draw #fineart #streetart #artgallery #creative #designer #graphics #pencil #illustrator #decoration #logo #artsy #masterpiece #graphicdesign #vector #graphic by @emi.buzzo.art"
1212,"🌺IMPORTANT INFO🌺

Just need to let everyone know that due to unforeseen circumstances I have had to pull out of Open Studios this year. My apologies to anyone who’d planned to visit my studio in particular. All other Maroondah artists will still be opening their doors and there is a fabulous selection of studios to choose from.
For those of you wanting to purchase art please send me a direct message. I will also be having a little solo exhibition in November and my eucalyptus leaves will be exhibited as part of ReFraming Nature at the Royal Botanical Gardens Melbourne in a couple of weeks. ‘Out Of Slumber’ in Queenscliff (@queenscliffgalleryworkshop) finishes on September 15th, so you have just one more week to see all the beautiful pieces exhibited.
Wishing you a gorgeous weekend wherever you are 💗

#watercolor #artworkinprogress #paintinglife #botanicalart #botanical #stilllife #watercolourstilllife #watercolour #winsorandnewton #magnolia #flowerlovers #floralart #favouritebooks #pursuepretty #contemporaryart #melbourneart #yarravalley #artoftheday #stilllifepainting #botanicalpickmeup #flowers #dailypainting #floralpainting #australianartist #interiorlovers #colourmehappy #artstudio #fineart #dominikakellerartist #abmlifeiscolorful"
1213,"B&w Portrait Ii by Alexandre Bordereau, see at https://www.artlimited.net/9506/art/photographie-b-w-portrait-ii-montage-retouche-gens/en/412234 #Photography #People #Nude #Female #artlimited #gallery #artgallery #artexhibition #fineart #art #arty #artistic #artists #artwork #artforsale #modernart #contemporary #contemporaryart #artcommunity http://bit.ly/34rvIN2"
1214,"Source of life 💧 by: Julien Tabet
👉 @julien.tabet

#surrealism #surreal #surrealartist #instaart #instart #surrealist #surrealistic #surrealphoto #surrealismo #surrealista #surrealismo #surrealpower #surrealistart #surrealismart #surrealartwork #surrealpainting #fineart #modernart #art #artistic #surrealphotography #creativeart #surrealarts #artwork #surrealismworld #surrealpainting"
1215,"@natgeo photo by @stevewinterphoto
""Here is Scarface with another spectacular failure going after a caiman. Scarface spent 4 days swimming and walking the aisles of his supermarket - the Pantanal rivers! - looking for a caiman dinner! Nature does not let you pick things off the shelves - you need to work very hard for your food! Nature is perfection. It gives us the air we breathe and the water we all need for our life.

Jaguars are the 3rd largest of the big cats. Found from US / Mexico border to northern Argentina. Jaguars have rebounded in this area where 95% of the land is privately owned. In the past many ranchers would kill the cats when they ate their cattle. Today in this area tourism brings in much more money to the local economy than cattle ranching. So the jaguar population is increasing. But revenge killings of jaguars happen close to this area and all throughout the jaguars range. Also poaching for skins, bones and teeth is growing for the first time since the 1970’s to feed the demand for Asian Traditional Medicine and luxury items from endangered species."" To see more amazing photos by @beverlyjoubert to purchase for your home, please visit one of our National Geographic Fine Art galleries. For locations, http://po.st/NGFA

#wildlifephotography #natgeo #artgallery #art #photography #fineart #fineartphotography #leopard #explore #portrait #wildlife #animal #animals #animalphotography #bigcats #water #trees #naturephotography #nature #life #photograph #outdoors #natgeoyourshot #photo #photographer #gallery #travel #photoart #photographyart #outdoorphotography"
